n_usuarios,clave,tipo,tiempo_ns
5000,id,exitosa,1067.0
5000,id,fallida,41.0
5000,screenName,exitosa,1495.0
5000,screenName,fallida,610.0
10000,id,exitosa,1009.0
10000,id,fallida,39.0
10000,screenName,exitosa,1280.0
10000,screenName,fallida,560.0
